datadate,tic,name,current_assets,accounts_payable,long_term_debt,current_liabilities,preferred_stock,cost_of_goods_sold,nonoperating_income,operating_income,sales,income_taxes,interest_and_expense,depreciation_and_amortization,equity_in_net_loss,inventory_decrease,capital_expenditures,short_term_investments_change
20201231,WDDD,WORLDS INC,0.692,0.982,0.0,3.362,0.0,0.0,0.014,-1.507,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.0
20201231,ACU,ACME UNITED CORP,83.685,7.601,46.84,20.201,0.0,100.657,-0.641,11.412,164.003,1.728,0.944,3.752,0.0,-10.05,2.569,0.0
20201231,AMD,ADVANCED MICRO DEVICES,6143.0,546.0,531.0,2417.0,0.0,5199.0,12.0,1383.0,9763.0,-1210.0,47.0,368.0,5.0,-417.0,294.0,-658.0
20201231,AEM,AGNICO EAGLE MINES LTD,1247.188,167.127,1664.664,515.698,0.0,1424.152,73.495,822.038,3138.113,255.958,94.428,631.101,0.0,-82.949,759.342,2.069
20201231,AGMJF,ALGOMA CENTRAL CORP,188.776,70.916,390.818,179.323,0.0,368.612,-4.837,72.167,545.66,9.503,19.517,75.154,-5.205,1.4,75.195,0.0
20201231,ABLT,AMERICAN BILTRITE INC,68.824,10.112,6.832,37.604,0.0,113.886,1.06,-8.984,162.477,8.984,0.189,6.542,0.0,-2.86,3.308,0.0
20201231,ECOL,US ECOLOGY INC,362.484,35.881,835.054,169.217,0.0,580.9,-0.088,48.959,933.854,-4.242,32.595,110.122,0.0,0.0,57.399,0.0
20201231,AP,AMPCO-PITTSBURGH CORP,171.832,26.678,28.477,105.332,0.0,258.282,6.183,6.145,328.544,-0.47,4.114,18.575,0.0,10.219,8.466,0.0
20201231,ANDR,ANDREA ELECTRONICS CORP,0.77,0.049,2.548,0.449,0.009,0.259,0.0,-0.755,1.355,0.001,0.068,0.101,0.0,0.105,0.006,0.0
20201231,APA,APA CORP,1846.0,444.0,8915.0,1308.0,0.0,6282.0,115.0,-4515.0,4212.0,64.0,446.0,2092.0,59.0,19.0,1302.0,0.0
20201231,TREC,TRECORA RESOURCES,105.896,14.447,55.357,29.584,0.0,164.648,0.556,2.938,208.626,-3.963,2.491,16.329,0.0,0.68,13.351,0.0
20201231,ARCB,ARCBEST CORP,758.168,170.898,314.958,506.547,0.0,2726.803,9.224,94.969,2940.163,21.396,11.697,118.391,0.0,0.0,57.489,51.602
20201231,ARW,ARROW ELECTRONICS INC,13152.899,7937.889,2358.51,9130.883,0.0,25482.233,24.526,913.226,28673.363,172.795,159.778,189.058,-0.531,244.325,123.585,0.0
20201231,AB.,ASBESTOS CORP LTD,5.199,0.193,24.663,2.323,0.0,3.77,0.0,-1.696,2.086,-1.937,0.0,0.012,0.0,0.0,0.002,-0.476
20201231,ATRO,ASTRONICS CORP,316.947,26.446,190.371,93.736,0.0,375.344,-1.475,-13.685,502.587,3.371,6.741,31.854,0.0,-13.614,7.459,0.0
20201231,BCPC,BALCHEM CORP  -CL B,266.888,23.742,169.648,94.428,0.0,453.827,1.984,114.386,703.644,21.794,6.714,51.281,-0.575,13.923,32.805,0.0
20201231,GOLD,BARRICK GOLD CORP,8143.0,929.0,5344.0,2220.0,0.0,4928.0,503.0,4757.0,12595.0,1332.0,359.0,2341.0,288.0,121.0,2054.0,0.0
20201231,BELFB,BEL FUSE INC,280.216,39.774,119.148,87.536,0.0,334.518,0.068,12.726,465.771,-0.659,4.746,17.077,0.0,9.69,5.476,0.0
20201231,0141A,HEXION INC,953.0,339.0,1786.0,699.0,0.0,2043.0,1.0,21.0,2510.0,14.0,100.0,191.0,2.0,35.0,108.0,0.0
20201231,BC,BRUNSWICK CORP,1670.5,457.6,978.1,1079.2,0.0,2983.0,5.1,542.6,4347.5,98.0,71.7,153.4,4.5,109.3,182.4,-55.9
20201231,MTRN,MATERION CORP,463.999,55.64,113.842,126.884,0.0,952.741,-2.043,42.51,1176.274,-7.187,3.889,43.174,0.0,-1.288,67.274,0.0
20201231,MTZ,MASTEC INC,2359.015,571.269,1274.138,1415.199,0.0,5270.879,60.309,433.153,6320.975,102.465,59.629,297.751,29.738,17.904,213.746,0.0
20201231,UIS,UNISYS CORP,1506.0,223.2,589.5,935.1,0.0,1425.9,-264.2,149.2,2025.3,45.4,33.8,161.0,0.0,3.0,27.7,0.0
20201231,CTS,CTS CORP,233.231,50.489,77.763,104.932,0.0,258.333,3.622,47.975,424.066,10.793,3.272,26.67,0.0,-0.578,14.858,0.0
20201231,TLS,TELOS CORP/MD,144.114,14.699,15.242,38.946,0.0,112.144,-0.391,6.027,179.917,-0.046,7.259,6.331,0.0,-1.345,7.461,0.0
20201231,CVV,CVD EQUIPMENT CORP,11.79,0.818,13.106,3.704,0.0,12.649,0.666,-4.225,16.92,-1.527,0.444,1.389,0.0,0.605,1.577,0.0
20201231,CAJ,CANON INC,17142.674,2910.946,782.138,12706.88,0.0,14914.085,197.255,1059.206,30279.869,329.0,8.183,2182.905,-9.524,154.023,1578.255,15.829
20201231,ASWRF,GUNGNIR RESOURCES INC,1.289,0.024,0.0,0.024,0.0,0.0,0.01,-0.638,0.0,0.0,0.0,0.0,0.0,0.0,0.341,0.0
20201231,CTAM,CASTLE (A M) & CO,203.414,29.039,239.687,55.921,0.0,269.126,1.397,-19.642,368.253,-3.014,21.377,14.078,0.0,15.816,2.868,0.0
20201231,CHE,CHEMED CORP,329.403,54.234,99.21,299.108,0.0,1378.197,8.124,314.585,2079.583,76.524,2.355,56.889,0.0,0.367,58.831,0.0
20201231,CLSN,CELSION CORP,18.825,2.245,4.645,6.753,0.0,18.63,0.12,-18.487,0.5,-1.845,1.292,1.189,0.0,0.0,0.019,7.943
20201231,CVX,CHEVRON CORP,26078.0,10950.0,45382.0,22183.0,0.0,74415.0,-621.0,-5082.0,94471.0,-1892.0,735.0,20544.0,-472.0,284.0,8922.0,35.0
20201231,CVR,CHICAGO RIVET & MACHINE CO,18.087,0.467,0.0,1.521,0.0,21.329,0.149,-0.084,27.591,0.015,0.0,1.347,0.0,-0.202,0.824,1.84
20201231,CHD,CHURCH & DWIGHT INC,1112.4,588.1,1980.8,1388.6,0.0,2515.5,5.1,932.7,4895.8,187.9,61.0,189.7,6.7,-61.9,98.9,0.0
20201231,COHU,COHU INC,485.046,67.923,337.338,174.453,0.0,346.468,-2.946,23.05,636.007,0.666,13.759,55.114,0.0,-14.982,18.66,-19.703
20201231,CCOM,CCOM GROUP INC,32.38,5.892,2.248,18.124,0.014,75.723,0.219,1.612,101.936,0.407,0.37,0.414,0.0,-3.078,0.255,0.0
20201231,AON,AON PLC,18684.0,2016.0,8243.0,17433.0,0.0,7734.0,25.0,2919.0,11066.0,448.0,334.0,413.0,4.0,0.0,141.0,-167.0
20201231,SSTK,SHUTTERSTOCK INC,489.07,2.442,41.62,256.929,0.0,224.614,4.257,85.266,666.686,17.757,0.0,41.359,0.0,0.0,25.63,0.0
20201231,CLR,CONTINENTAL RESOURCES INC,852.545,688.733,5536.012,860.806,0.0,974.09,1.475,-553.705,2586.47,-169.19,258.24,1953.28,0.0,12.859,1514.137,0.0
20201231,GLW,CORNING INC,8004.0,1174.0,8449.0,3767.0,2300.0,5930.0,-50.0,1432.0,11408.0,111.0,334.0,1520.0,-25.0,423.0,1377.0,0.0
20201231,CRD.A,CRAWFORD & CO,302.003,41.544,204.986,242.794,0.0,715.962,0.495,46.123,1016.195,12.013,8.187,40.111,0.0,0.0,14.226,0.0
20201231,CMI,CUMMINS INC,11897.0,2820.0,3935.0,6335.0,0.0,14270.0,592.0,1841.0,19811.0,527.0,119.0,673.0,378.0,46.0,528.0,-124.0
20201231,CW,CURTISS-WRIGHT CORP,1300.824,201.237,1101.402,810.377,0.0,1425.022,12.68,362.77,2391.336,61.659,35.545,115.903,0.0,7.846,47.499,0.0
20201231,GTBP,GT BIOPHARMA INC,5.661,2.243,0.0,35.094,0.003,0.0,-0.23,-6.764,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0
20201231,DAIO,DATA I/O CORP,23.25,1.245,0.588,5.191,0.0,8.691,-0.499,-2.426,20.328,0.387,0.0,0.815,0.0,-0.414,0.86,0.0
20201231,DWSN,DAWSON GEOPHYSICAL CO,58.59,1.603,4.943,7.441,0.0,68.998,0.903,-13.992,86.1,0.024,0.083,17.174,0.0,0.0,2.847,1.767
20201231,DXYN,DIXIE GROUP INC,133.331,19.058,91.445,54.462,0.0,228.956,-0.57,0.725,315.939,-0.312,5.803,10.746,0.0,10.11,1.76,0.0
20201231,WFSTF,WESTERN FOREST PRODUCTS INC,263.7,108.7,86.9,125.6,0.0,816.1,0.2,61.1,964.9,14.6,7.6,53.6,0.0,-45.9,18.7,0.0
20201231,DMLP,DORCHESTER MINERALS  -LP,18.221,1.578,1.885,1.878,0.0,5.693,0.0,21.867,46.928,0.0,0.0,12.149,0.0,0.0,0.0,0.0
20201231,DCO,DUCOMMUN INC,410.284,63.98,326.477,142.902,0.0,464.203,0.128,47.93,628.941,2.807,13.653,28.85,0.0,-21.671,12.51,0.0
20201231,DNB,DUN & BRADSTREET HOLDNGS INC,874.0,61.2,3324.2,825.3,0.0,537.6,41.2,119.9,1738.1,-110.5,271.1,536.9,2.3,0.0,7.7,0.0
20201231,FLS,FLOWSERVE CORP,2904.333,440.199,1894.157,1141.633,0.0,2464.248,5.674,354.813,3728.134,60.031,56.186,100.753,11.753,15.306,57.405,0.0
20201231,EML,EASTERN CO,111.736,23.508,92.139,40.666,0.0,178.266,1.77,15.088,240.403,0.62,2.745,8.478,0.0,0.768,3.098,0.005
20201231,ECL,ECOLAB INC,5117.4,1160.6,6969.8,2932.2,0.0,6044.9,70.9,1681.2,11790.2,176.6,221.0,812.7,0.0,-179.5,489.0,0.0
20201231,ELSE,ELECTRO-SENSORS INC,11.856,0.197,0.012,0.533,0.0,3.331,0.035,-0.204,7.621,-0.048,0.003,0.36,0.0,0.123,0.025,-7.995
20201231,ETCIA,ELECTR TELE-COMMUNCTN,0.173,0.005,0.0,0.681,0.0,0.201,0.0,-0.011,0.401,0.0,0.022,0.0,0.0,-0.004,0.0,0.0
20201231,MARA,MARATHON DIGITAL HOLDNGS INC,286.409,1.0,0.062,1.444,0.0,3.937,-0.23,-8.961,4.357,0.0,0.021,3.161,0.0,0.0,83.389,0.0
20201231,ENZN,ENZON PHARMACEUTICALS INC,48.232,0.302,0.0,0.412,40.46,1.357,0.001,-1.305,0.052,0.007,0.0,0.0,0.0,0.0,0.0,0.0
20201231,ESCA,ESCALADE INC,145.398,20.947,30.836,46.072,0.0,196.286,0.14,33.032,273.649,6.988,0.25,4.016,0.0,-26.422,5.455,0.0
20201231,NEU,NEWMARKET CORP,898.078,189.937,657.249,312.455,0.0,1351.992,29.33,311.802,2010.931,60.719,26.328,84.002,0.0,-33.111,93.316,0.0
20201231,EXPD,EXPEDITORS INTL WASH INC,3963.544,1136.859,364.185,1893.043,0.0,8896.757,16.127,940.437,10116.481,258.35,0.0,56.959,0.0,0.0,47.543,0.0
20201231,BOOM,DMC GLOBAL INC,143.31,17.574,18.205,47.108,0.0,162.676,-0.233,2.391,229.161,-0.548,0.731,11.081,0.0,2.992,13.853,-25.74
20201231,XOM,EXXON MOBIL CORP,44893.0,23975.0,51311.0,56363.0,0.0,176460.0,2988.0,-28387.0,178574.0,-5632.0,1823.0,20109.0,1732.0,-315.0,17282.0,0.0
20201231,FMC,FMC CORP,4375.6,946.7,3080.6,2829.0,0.0,2456.7,-41.6,1087.7,4642.1,150.9,154.8,162.7,0.0,-59.7,67.2,0.0
20201231,RUSMF,RUSSEL METALS INC,1120.1,290.4,382.5,315.2,0.0,2416.3,7.1,44.0,2688.3,3.4,36.7,60.6,0.0,169.0,24.9,0.0
20201231,FSS,FEDERAL SIGNAL CORP,405.5,51.6,225.3,148.4,0.0,792.4,1.2,135.0,1130.8,28.5,5.7,44.8,0.0,2.5,29.7,0.0
20201231,FOE,FERRO CORP,969.804,135.296,801.573,403.616,0.0,625.159,-4.723,108.174,958.954,14.861,25.014,40.289,0.0,36.485,31.783,0.0
20201231,CLBS,CALADRIUS BIOSCIENCES INC,35.331,1.02,0.254,3.506,0.0,0.0,0.132,-19.145,0.0,-10.872,0.0,0.063,0.0,0.0,0.02,-7.257
20201231,FINGF,FINNING INTERNATIONAL INC,3214.0,761.0,1323.0,1623.0,0.0,4428.0,4.0,318.0,6196.0,75.0,86.0,308.0,3.0,508.0,115.0,0.0
20201231,MALJF,MAGELLAN AEROSPACE CORP,524.765,97.052,65.071,164.804,0.0,609.51,-1.083,24.379,744.414,11.079,4.358,57.103,-0.017,-16.803,24.575,0.0
20201231,FLO,FLOWERS FOODS INC,838.203,225.918,1253.957,504.105,0.0,2187.942,-80.794,372.562,4387.991,48.393,38.79,141.384,0.0,-1.771,97.929,0.0
20201231,FELE,FRANKLIN ELECTRIC CO INC,619.254,95.903,112.832,203.704,0.0,777.704,-2.187,133.017,1247.331,22.54,4.627,36.488,0.0,13.144,22.856,0.0
20201231,TGNA,TEGNA INC,672.594,58.049,3652.557,424.175,0.0,1502.692,11.292,889.723,2937.78,154.293,210.294,154.821,10.397,0.0,45.499,0.0
20201231,AJRD,AEROJET ROCKETDYNE HOLDINGS,1660.2,99.1,360.1,1455.7,0.0,1701.3,-31.6,250.0,2072.7,42.5,30.1,75.2,0.0,-64.5,54.6,-6.7
20201231,GD,GENERAL DYNAMICS CORP,21543.0,2952.0,11399.0,15964.0,0.0,30816.0,94.0,4133.0,37925.0,571.0,489.0,878.0,0.0,502.0,967.0,0.0
20201231,GM,GENERAL MOTORS CO,80924.0,19928.0,73950.0,79910.0,0.0,92431.0,2559.0,10309.0,122485.0,1774.0,4121.0,12815.0,674.0,-104.0,20533.0,-4263.0
20201231,GSK,GLAXOSMITHKLINE PLC,27187.672,5850.58,31455.09,29740.334,0.0,12067.743,3919.631,10327.475,46215.147,778.824,1176.292,3156.923,44.312,159.793,1646.273,-1.343
20201231,GRC,GORMAN-RUPP CO,246.821,9.466,0.96,38.501,0.0,246.72,-4.489,35.753,348.967,6.058,0.018,12.692,0.0,-5.31,7.999,-0.004
20201231,GTN,GRAY TELEVISION INC,1304.0,10.0,4025.0,255.0,650.0,1392.0,24.0,724.0,2381.0,134.0,191.0,251.0,0.0,0.0,110.0,0.0
20201231,1737B,GRAYBAR ELECTRIC CO INC,1885.3,884.1,101.6,1237.9,0.0,5896.2,-20.2,217.8,7265.7,44.2,3.6,52.8,0.0,68.0,31.1,0.0
20201231,LHX,L3HARRIS TECHNOLOGIES INC,6667.0,1406.0,7642.0,4240.0,0.0,11808.0,415.0,2174.0,18194.0,234.0,270.0,1032.0,0.0,60.0,368.0,0.0
20201231,HAS,HASBRO INC,3846.645,425.5,4822.841,2403.341,0.0,2555.696,21.378,728.85,5465.443,96.621,201.13,652.031,21.841,62.757,125.754,0.0
20201231,AMOT,ALLIED MOTION TECHNOLOGIES,142.214,27.668,135.054,52.53,0.0,248.062,-0.502,23.467,366.694,5.133,3.716,16.129,0.0,-4.686,9.371,0.0
20201231,HCSG,HEALTHCARE SERVICES GROUP,572.403,52.239,11.363,162.26,0.0,1483.649,13.352,117.208,1760.303,30.504,1.374,14.268,0.0,4.931,4.341,-32.778
20201231,STRL,STERLING CONSTRUCTION CO INC,361.543,95.201,300.207,321.884,0.0,1214.694,-10.939,108.518,1427.412,22.471,29.377,35.978,0.0,0.0,32.864,0.0
20201231,HMENF,HEMISPHERE ENERGY CORP,3.195,1.334,25.229,2.411,0.0,12.348,0.41,2.817,21.995,0.0,3.669,5.247,0.0,0.0,1.686,0.0
20201231,HXL,HEXCEL CORP,535.9,70.0,972.0,183.1,0.0,1121.9,11.8,72.0,1502.4,-61.0,55.2,142.1,-1.6,129.4,50.6,0.0
20201231,CRAWA,CRAWFORD UNITED CORP,35.174,9.231,26.985,17.545,0.0,63.719,1.086,7.452,85.07,1.636,0.952,2.459,0.0,-1.747,0.574,-0.95
20201231,DINO,HF SINCLAIR CORP,3310.761,1000.959,3433.6,1375.156,0.0,10463.048,28.405,-109.723,11183.643,-232.147,130.627,520.912,6.647,230.142,330.16,0.0
20201231,HBP,HUTTIG BUILDING PRODUCTS INC,185.9,53.1,117.3,89.6,0.0,627.7,0.0,13.8,792.3,0.1,3.6,5.2,0.0,33.7,1.7,0.0
20201231,RYN,RAYONIER INC,170.565,24.79,1460.766,91.135,0.0,547.44,-3.346,96.073,859.154,7.009,38.768,164.996,-0.721,-1.448,91.195,0.0
20201231,ITW,ILLINOIS TOOL WORKS,6523.0,534.0,7905.0,2589.0,0.0,7102.0,28.0,2882.0,12574.0,595.0,206.0,427.0,0.0,43.0,236.0,0.0
20201231,WGEI,WINDGEN ENERGY INC,0.0,0.027,0.0,0.461,0.024,0.0,0.0,-0.014,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
20201231,INRD,INRAD OPTICS INC,5.375,0.454,3.778,1.895,0.0,6.965,0.0,-0.749,9.008,0.0,0.15,0.254,0.0,-0.353,0.201,0.0
20201231,TILE,INTERFACE INC,495.394,58.687,650.407,193.3,0.0,645.988,-4.789,89.345,1103.262,-7.491,27.544,51.377,0.0,38.667,62.949,0.0
20201231,IDCC,INTERDIGITAL INC,1026.879,10.979,391.035,295.762,0.0,211.882,16.924,66.068,358.991,-6.648,40.799,81.041,0.0,0.0,11.793,-272.833
20201231,IP,INTL PAPER CO,11236.0,2320.0,10471.0,8284.0,0.0,15982.0,-189.0,1801.0,20580.0,245.0,600.0,1287.0,77.0,35.0,751.0,0.0
20201231,IVC,INVACARE CORP,374.466,85.424,311.275,230.386,0.0,591.12,0.093,8.895,850.689,3.841,28.499,22.958,0.0,8.955,22.304,0.0
20201231,PNRG,PRIMEENERGY RESOURCES CORP,8.911,4.445,38.267,14.12,0.0,32.034,16.02,-16.998,58.239,-0.517,1.902,28.176,0.0,0.0,10.523,0.0
20201231,KSU,KANSAS CITY SOUTHERN,625.8,174.6,3809.8,476.4,5.4,1241.1,-28.9,1033.6,2632.6,204.1,150.9,357.9,-1.4,21.7,490.1,0.0
20201231,KENS,KENILWORTH SYSTEMS CORP,0.002,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201231,KUBTY,KUBOTA CORP,15699.69,3100.64,4871.215,9834.701,0.0,11986.919,122.289,1720.597,17756.762,450.589,16.087,645.18,24.222,9.984,583.638,73.251
20201231,LXU,LSB INDUSTRIES INC,129.58,46.551,487.234,107.295,275.101,270.351,-0.509,-20.7,351.316,-4.749,51.115,70.841,0.0,3.55,30.471,0.0
20201231,LEG,LEGGETT & PLATT INC,1612.1,553.8,1971.4,1006.0,0.0,3265.2,13.8,414.4,4280.2,73.2,82.7,189.4,0.0,-19.7,66.2,0.0
20201231,LEFUF,LEON'S FURNITURE LTD,982.025,171.616,417.668,820.739,0.013,1236.258,-0.073,201.412,2220.18,47.235,22.413,111.289,0.0,2.371,43.493,-5.452
20201231,LECO,LINCOLN ELECTRIC HLDGS INC,1112.343,256.53,749.444,549.449,0.0,1702.761,14.047,328.345,2655.4,57.896,23.959,80.492,0.408,22.751,59.201,0.0
20201231,LMT,LOCKHEED MARTIN CORP,19378.0,880.0,12510.0,13933.0,0.0,55427.0,300.0,8681.0,65398.0,1347.0,591.0,1290.0,163.0,74.0,1766.0,0.0
20201231,LPX,LOUISIANA-PACIFIC CORP,993.0,125.0,380.0,286.0,0.0,1818.0,2.0,651.0,2788.0,125.0,19.0,111.0,1.0,-12.0,77.0,0.0
20201231,LDL,LYDALL INC,349.392,101.905,278.596,187.629,0.0,570.466,-2.129,18.085,764.041,-6.833,15.979,54.987,0.037,3.946,33.449,0.0
20201231,LGL,LGL GROUP INC,33.781,1.265,0.293,3.397,0.0,19.78,-0.1,1.415,31.162,0.336,0.011,0.528,-0.262,0.736,0.407,-0.021
20201231,MTW,MANITOWOC CO,866.0,178.1,328.8,435.8,0.0,1151.5,-6.3,45.6,1443.4,17.1,30.6,39.0,0.0,8.3,26.3,0.0
20201231,MRO,MARATHON OIL CORP,1612.0,837.0,5471.0,1213.0,0.0,1400.0,37.0,-941.0,3213.0,-14.0,267.0,2475.0,-161.0,-4.0,1343.0,0.0
20201231,MAS,MASCO CORP,3489.0,893.0,2941.0,1934.0,0.0,4460.0,-29.0,1306.0,7188.0,269.0,138.0,135.0,3.0,-89.0,114.0,0.0
20201231,IMUN,IMMUNE THERAPEUTICS INC,0.01,2.563,0.0,11.677,0.0,0.0,-0.374,-0.886,0.0,0.0,0.653,0.001,0.0,0.0,0.0,0.0
20201231,MAT,MATTEL INC,2482.89,495.363,3104.017,1355.379,0.0,2134.512,12.724,447.586,4583.66,68.649,198.332,199.898,11.471,-50.562,121.599,0.0
20201231,MLP,MAUI LAND & PINEAPPLE CO,9.751,0.899,0.0,2.947,0.0,6.578,-0.475,-2.772,7.54,0.0,0.134,1.402,0.0,0.0,0.081,0.0
20201231,MSEX,MIDDLESEX WATER CO,34.123,30.443,278.286,56.848,2.084,85.7,4.379,37.42,141.592,-4.119,7.493,20.838,0.0,0.333,105.619,0.0
20201231,MSA,MSA SAFETY INC,754.278,86.854,331.796,310.545,3.569,718.505,-2.894,203.527,1348.223,41.941,9.432,39.674,0.0,-8.601,48.905,-24.318
20201231,MCEM,MONARCH CEMENT CO,92.82,7.221,0.0,15.723,0.0,114.072,0.457,41.139,188.825,7.72,0.001,15.661,1.296,0.066,23.541,0.0
20201231,VTRS,VIATRIS INC,12867.5,1345.7,22658.7,10562.9,0.0,5315.5,-29.4,1725.7,12032.5,-51.3,486.2,2216.1,-48.4,-741.9,243.0,-57.8
20201231,NL,NL INDUSTRIES,171.164,3.343,0.5,27.507,0.0,77.862,12.599,2.258,114.537,-2.515,1.35,3.827,19.437,-0.193,1.74,0.0
20201231,NHC,NATIONAL HEALTHCARE CORP,456.755,21.112,164.144,281.228,0.0,856.988,5.345,20.76,951.749,10.433,1.399,42.018,12.342,-1.249,21.873,-43.86
20201231,NPK,NATIONAL PRESTO INDS INC,357.24,28.51,2.79,55.092,0.0,264.921,3.792,58.269,354.7,13.03,0.0,3.005,0.0,-6.952,2.621,9.776
20201231,SMAGF,SOMA GOLD CORP,13.824,2.756,15.67,11.658,0.0,15.031,2.654,0.861,23.05,1.718,3.063,1.168,0.0,-1.382,2.665,0.0
20201231,HLNFF,HIGH LINER FOODS INC,351.719,98.918,278.77,152.562,0.0,641.832,-0.058,59.146,827.453,7.87,19.459,23.228,0.0,45.871,8.952,0.0
20201231,NATR,NATURES SUNSHINE PRODS INC,154.065,6.486,18.83,69.654,0.0,90.533,1.441,21.655,385.205,-0.137,0.102,10.743,0.0,-0.154,4.905,0.0
20201231,CRMZ,CREDITRISKMONITOR.COM INC,13.907,0.13,2.4,13.06,0.0,6.026,0.027,-0.238,15.732,-0.164,0.0,0.22,0.0,0.0,0.288,-0.458
20201231,NROM,NOBLE ROMANS INC,3.36,0.878,13.907,1.29,0.0,7.122,-4.942,2.314,11.535,0.84,1.914,1.433,0.0,-0.01,2.085,0.0
20201231,NC,NACCO INDUSTRIES  -CL A,188.146,5.647,35.549,52.257,0.0,101.465,62.636,-47.024,128.432,-0.535,1.354,18.448,60.442,-9.361,44.368,0.0
20201231,OII,OCEANEERING INTERNATIONAL,1170.263,94.207,961.325,437.116,0.0,1478.933,-103.505,-7.612,1827.889,-2.146,43.9,185.015,2.268,26.466,60.687,0.0
20201231,OLN,OLIN CORP,1717.1,729.2,4129.1,1198.9,0.0,4866.3,25.7,-25.1,5758.0,-50.1,278.7,568.4,0.0,28.6,298.9,0.0
20201231,ORBT,ORBIT INTERNATIONAL CORP,20.642,1.779,1.659,3.602,0.0,18.743,-0.142,0.815,25.924,0.021,0.011,0.09,0.0,1.146,0.166,0.0
20201231,OC,OWENS CORNING,2606.0,875.0,3225.0,1440.0,0.0,4962.0,-12.0,890.0,7055.0,129.0,132.0,493.0,0.0,189.0,307.0,0.0
20201231,OI,O-I GLASS INC,2297.0,1126.0,5038.0,1898.0,0.0,4738.0,-12.0,473.0,6103.0,89.0,221.0,482.0,37.0,75.0,311.0,0.0
20201231,PFIN,P & F INDUSTRIES  -CL A,29.54,2.199,3.42,8.282,0.0,32.454,-0.034,-5.174,49.136,-1.901,0.14,3.404,0.0,4.538,1.104,0.0
20201231,PPG,PPG INDUSTRIES INC,6798.0,2259.0,5848.0,4831.0,0.0,7777.0,6.0,1817.0,13841.0,291.0,144.0,509.0,8.0,111.0,304.0,0.0
20201231,PAR,PAR TECHNOLOGY CORP,248.929,12.791,107.306,39.959,0.0,164.961,0.808,-21.96,213.786,-2.986,8.287,14.452,0.0,-4.476,1.299,0.0
20201231,PKOH,PARK OHIO HOLDINGS CORP,706.4,166.7,574.5,307.1,0.0,1085.7,7.3,19.8,1295.2,-2.5,30.3,35.8,0.0,18.5,26.3,0.0
20201231,PATK,PATRICK INDUSTRIES INC,528.063,105.786,899.082,227.389,0.0,1995.178,0.0,179.823,2486.597,33.311,43.001,73.27,0.0,-34.554,32.1,0.0
20201231,PNR,PENTAIR PLC,975.1,245.1,904.7,772.5,0.0,1876.5,-5.4,485.4,3017.8,75.0,23.9,75.1,1.4,-29.1,62.2,0.0
20201231,TPC,TUTOR PERINI CORP,4080.457,794.611,976.613,2264.363,0.0,4725.576,-11.853,236.644,5318.763,21.942,67.114,127.187,0.0,0.0,54.781,-6.127
20201231,PFE,PFIZER INC,35067.0,4309.0,38247.0,25920.0,0.0,7239.0,2276.0,9287.0,41908.0,476.0,1545.0,4777.0,298.0,-736.0,2252.0,-1797.0
20201231,PHI,PLDT INC,1819.699,1595.353,4602.983,4443.985,10.614,297.498,18.23,912.118,3766.93,175.668,243.138,1063.479,-48.449,-21.166,1592.128,-16.067
20201231,COP,CONOCOPHILLIPS,12066.0,2698.0,15309.0,5366.0,0.0,13176.0,586.0,-2865.0,18784.0,-485.0,861.0,7669.0,432.0,-25.0,4715.0,-658.0
20201231,IPDN,PROFESSIONAL DIVERSITY NETWK,3.521,0.728,0.464,4.677,0.0,0.787,0.001,-3.37,4.457,-0.035,0.0,0.286,0.0,0.0,0.01,0.0
20201231,PCH,POTLATCHDELTIC CORP,357.118,9.724,729.115,139.834,0.0,611.52,-14.226,280.63,1040.93,27.123,29.463,77.885,0.0,3.745,45.785,0.0
20201231,RCMT,RCM TECHNOLOGIES INC,43.934,12.395,14.637,28.741,0.0,111.554,-0.184,-0.322,150.409,-3.188,0.778,1.386,0.0,0.0,0.46,0.0
20201231,USLM,U S LIME & MINERALS,123.996,4.592,1.03,11.588,0.0,95.288,0.451,33.869,160.704,5.849,0.248,19.616,0.0,-1.39,17.133,0.0
20201231,RRX,REGAL REXNORD CORPORATION,1851.3,360.1,895.5,822.0,0.0,1948.7,5.0,322.4,2907.0,56.8,39.8,131.4,0.0,-3.7,47.5,0.0
20201231,RCI,ROGERS COMMUNICATIONS  -CL B,6929.0,2714.0,18308.0,6586.0,0.0,8059.0,-5.0,3239.0,13916.0,580.0,877.0,2695.0,-40.0,-19.0,2312.0,0.0
20201231,ROG,ROGERS CORP,474.175,35.987,27.541,111.509,0.0,434.438,9.233,84.917,802.583,18.544,8.074,71.425,4.877,34.687,40.385,0.0
20201231,ROL,ROLLINS INC,314.777,64.596,326.709,472.511,0.0,1048.592,-1.599,368.092,2161.22,93.896,5.082,89.444,0.0,-10.706,23.229,0.0
20201231,R,RYDER SYSTEM INC,1595.529,547.389,6280.084,2053.148,0.0,5232.61,-28.567,410.495,8420.091,-18.364,252.343,2027.413,0.0,20.094,1146.521,0.0
20201231,PGNT,PARAGON TECHNOLOGIES INC,36.164,15.79,1.982,28.749,0.0,95.962,0.353,5.424,107.998,1.764,0.629,0.379,0.0,9.995,0.276,0.0
